"Allingham, Margery","Case of the Late Pig, The(9"
"Allingham, Margery","China Governess, The(18"
"Allingham, Margery","Dancers in Mourning(8"
"Allingham, Margery","Deadly Duo"
"Allingham, Margery","Death of a Ghost(6"
"Allingham, Margery","Estate of Beckoning Lady(18"
"Allingham, Margery","Fear Sign, The(5"
"Allingham, Margery","Flowers for the Judge(7"
"Allingham, Margery","Look to the Lady 3"
"Allingham, Margery","Mind Readers, The  21"
"Allingham, Margery","More Work for Undertakers(13"
"Allingham, Margery","Mr. Campion & Others(12  ss"
"Allingham, Margery","Mr. Campion's Quarry (22"
"Allingham, Margery","Mystery Mile(2"
"Allingham, Margery","No Love Lost(15"
"Allingham, Margery","Pearls Before Swine(12"
"Allingham, Margery","Police at the Funeral(4"
"Allingham, Margery","Tether's End(17"
"Allingham, Margery","Tiger in the Smoke, The(14"
"Allingham, Margery","Traitor's Purse(11"
"Allingham, Margery","White Cottage, The (not Campio"
"Allingham/YoungmanCarter","Mr. Campion's Farthing (21"
"Ambler, Eric","Coffin For Dimitrios, A ‘37"
"Ambler, Eric","Doctor Frigo’74"
"Ambler, Eric","Journey Into Fear’40"
"Ambler, Eric","Levanter, The’71"
"Ambler, Eric","Light of Day, The’62"
"Ambler, Eric","Passage of Arms’59"
"Ambler, Eric","Schirmer Inheritance ‘53"
"Ambler, Eric","Siege of the Villa Lipp, The’74"
"Ambler, Eric","State of Seige’56"
"Ambler, Eric","Uncommon Danger’37"
"Ames, Delano","Corpse Diplomatique 4"
"Ames, Delano","For Old Times Sake  12"
"Ames, Delano","Murder, Maestro, Please  7"
"Ames, Delano","She Shall Have Murder   2"
"Ames, Sylvia","Dead to Rites"
"Andrews, Donna","Revenge Wrought-Iron Flamin3L"
"Andrews, Donna","Access Denied (4)"
"Andrews, Donna","Click Here for Murder (2)"
"Andrews, Donna","Cockatiels at Seven 9"
"Andrews, Donna","Crouching Buzzards Leapin L 4"
"Andrews, Donna","Delete all Suspects (3)"
"Andrews, Donna","Murder with Peacocks  1L"
"Andrews, Donna","Murder with Puffins  2L"
"Andrews, Donna","Owls Well that Ends Well 6L"
"Andrews, Donna","Penguin Who Knew too Much 8L"
"Andrews, Donna","Six Geese A-Slaying 10"
"Andrews, Donna","Stork Raving Mad 12"
"Andrews, Donna","We’ll Always Have Parrots 5L"
"Andrews, Donna","You’ve Got Murder  (1)"
"Armstrong, Charoltte","Gift Shop, The 25"
"Armstrong, Charoltte","Lemon in the Basket  26"
"Armstrong, Charoltte","Protege, The 29"
"Armstrong, Charlotte","Albatross, The  12  ss"
"Armstrong, Charlotte","Balloon Man, The   27"
"Armstrong, Charlotte","Better to Eat You, The  9"
"Armstrong, Charlotte","Black-Eyed Stranger, The  7"
"Armstrong, Charlotte","Case of the Weird Sisters,(2-Duff"
"Armstrong, Charlotte","Catch-as-Catch-Can  8"
"Armstrong, Charlotte","Chocolate Cobweb, The 5"
"Armstrong, Charlotte","Dram of Poison, A  11"
"Armstrong, Charlotte","Dream of Fair Woman  23"
"Armstrong, Charlotte","Dream Walker, The  10"
"Armstrong, Charlotte","Girl with a Secret, The  "
"Armstrong, Charlotte","I See You  24  ss"
"Armstrong, Charlotte","Innocent Flower, The(3-Duff"
"Armstrong, Charlotte","Lay On, Mac Duff!(1-Duff"
"Armstrong, Charlotte","Little Less than Kind, A  17"
"Armstrong, Charlotte","Mark of the Hand, The  18"
"Armstrong, Charlotte","Mischief  6"
"Armstrong, Charlotte","One-Faced Girl, The"
"Armstrong, Charlotte","Seven Seats to the Moon 28"
"Armstrong, Charlotte","Seventeen Widows of Sans Sorce"
"Armstrong, Charlotte","Something Blue  15"
"Armstrong, Charlotte","Then Came Two Women 16"
"Armstrong, Charlotte","Turret Room, The 22"
"Armstrong, Charlotte","Unsuspected, The  4"
"Armstrong, Charlotte","Witch's House, The  21 "
"Arnold, Margot","Cape Cod Caper  3"
"Arnold, Margot","Catacpmb Conspiracy, The  9"
"Arnold, Margot","Death of a Voodoo Doll  5"
"Arnold, Margot","Death on Dragon’s Tongue  7"
"Arnold, Margot","Derge for a Dorset Druid  11"
"Arnold, Margot","Exit Actors, Dying 1"
"Arnold, Margot","Lament for a Lady Laird  2"
"Arnold, Margot","Menehune Murders, The  6"
"Arnold, Margot","Midas Murders, The "
"Arnold, Margot","Toby’s Folly  8"
"Arnold, Margot","Zadock’s Treasure  4"
"Asimov, Isaac","More Tales of the Black Widow"
"Asimov, Isaac","Murder of the ABA"
"Asimov, Isaac","Tales of the Black Widow"
"Atherton, Nancy","A. Dimity Goes West"
"Atherton, Nancy","Aunt Dimity & Deep Blue Sea"
"Atherton, Nancy","Aunt Dimity & Next of Kin"
"Atherton, Nancy","Aunt Dimity & the Duke (2"
"Atherton, Nancy","Aunt Dimity Beats the Devil"
"Atherton, Nancy","Aunt Dimity Digs In(4"
"Atherton, Nancy","Aunt Dimity Takes a Holiday"
"Atherton, Nancy","Aunt Dimity:  Detective"
"Atherton, Nancy","Aunt Dimity: Vampire Hunter"
"Atherton, Nancy","Aunt Dimity’s Christmas"
"Atherton, Nancy","Aunt Dimity's Death (1"
"Atherton, Nancy","Aunt Dimity's Good Deed (3"
"Auster, Paul","Locked Room, The"
"B",
"Brightwell, Emily","Mrs. J in Nick of Time"
"Baantjer","DeKok &the Sorowing TomCat6"
"Baantjer","DeKok & Murder in Seance16"
"Baantjer","DeKok&Brothers Easy Death14"
"Babson, Marian","Bejeweled Death"
"Babson, Marian","Break a Leg Darlings (5T&E"
"Babson, Marian","Canapies for the Kitties"
"Babson, Marian","Cat Next Door, The"
"Babson, Marian","Cat Who Waasn’t a Dog, The"
"Babson, Marian","Company of Cats, The"
"Babson, Marian","Cover-up Story(1Perlins"
"Babson, Marian","Cruise of a Deathtime, A"
"Babson, Marian","Dangerous to Know"
"Babson, Marian","Death Beside the Sea"
"Babson, Marian","Death in Fashion"
"Babson, Marian","Encore Murder  _2T&E"
"Babson, Marian","Fool for Murder, A"
"Babson, Marian","Line Up for Murder"
"Babson, Marian","Lord Mayor of Death, The"
"Babson, Marian","Murder on a Mystery Tour"
"Babson, Marian","Nine Lives to Murder"
"Babson, Marian","Past Regret"
"Babson, Marian","Please Do Feed the Cat"
"Babson, Marian","Shadows in Their Blood  3"
"Babson, Marian","To Catch a Cat"
"Babson, Marion","Death Swap"
"Babson, Marion","Death Warmed Up"
"Babson, Marion","Diamond Cat, The-"
"Babson, Marion","Even Yuppies Die(4 E&T"
"Babson, Marion","Fatal Fortune"
"Babson, Marion","In the Teeth of Adversity(4-Perki"
"Babson, Marion","Murder at the Cat Show(2-Perkin"
"Babson, Marion","Murder, Murder Little Star"
"Babson, Marion","Only the Cat Knows"
"Babson, Marion","Paws for Alarm"
"Babson, Marion","Reel Murder  1-E&T"
"Babson, Marion","Stalking Lamb, The"
"Babson, Marion","There Must be Some Mistake"
"Babson, Marion","Tourists are for Trapping (3-Per"
"Babson, Marion","Trail of Ashes"
"Babson, Marion","Twelve Deaths of Christmas,The"
"Babson, Marion","Untimely Guest"
"Bagby, George","Sitting Duck, The"
"Ball, John","Cool Cottontail, The  2  Tibbs"
"Ball, John","Eyes of Buddha, The  5  Tibbs"
"Ball, John","Five Pieces of Jade  4  Tibbs"
"Ball, John","Police Chief"
"Ball, John","Trouble for Tallon "
"Ballard, Mignon F.","Angel at Troublesome Creek 1"
"Bannister, Jo","Bleeding of Innocents 1Castle."
"Bannister, Jo","Charisma 2Castle"
"Bannister, Jo","Closer Still 8-Farrell"
"Bannister, Jo","Hirelings Tale  6  Castle"
"Bannister, Jo","No Bird Sings  4  Castle"
"Bannister, Jo","Reflections  3  Farrell"
"Bannister, Jo","Requiem for a Dealer 6 Farrel"
"Bannister, Jo","Taste for Burning, A  3 castle"
"Bannister, Jo","True Witness 3farrel"
"Barnard, Robert","No Place of Safety  5cp"
"Barnard, Robert","At Death's Door"
"Barnard, Robert","Bad Samaritan, The 4 Peace"
"Barnard, Robert","Blood Brotherhood"
"Barnard, Robert","Bodies (4 Trethowan"
"Barnard, Robert","Case of the Missing Bronte, 3 Th"
"Barnard, Robert","Cherry Blossom Corpse 5 Tre"
"Barnard, Robert","City of Strangers"
"Barnard, Robert","Corpse at Haworth Tandoori  6cp"
"Barnard, Robert","Corpse in a Gilded Cage"
"Barnard, Robert","Deadly Meeting"
"Barnard, Robert","Death & the Chaste Apprentice1P"
"Barnard, Robert","Death and the Princess 2 Tret"
"Barnard, Robert","Death by Sheer Torture 1 Tret"
"Barnard, Robert","Death of a Mystery Writer"
"Barnard, Robert","Death of a Perfect Mother"
"Barnard, Robert","Death of a Salesperson"
"Barnard, Robert","Death of an Old Goat"
"Barnard, Robert","Death of Literary Widow"
"Barnard, Robert","Death on the High C's"
"Barnard, Robert","Fall from Grace 8cp"
"Barnard, Robert","Fatal Attachment   2 CP"
"Barnard, Robert","Fete Fatale"
"Barnard, Robert","Graveyard Position"
"Barnard, Robert","Hovering of Vultures, A  3CP"
"Barnard, Robert","Last Post"
"Barnard, Robert","Little Local Murder, A"
"Barnard, Robert","Out of the Blackout"
"Barnard, Robert","Political Suicide"
"Barnard, Robert","School for Murder"
"Barnard, Robert","Skeleton in the Grass, The"
"Barnes, Linda","Bitter Finish  2Spraggue"
"Barnes, Linda","Blood will Have Blood"
"Barnes, Linda","Cities of the Dead"
"Barnes, Linda","Coyote (3 Carlyle"
"Barnes, Linda","Dead Heat (3  Spraggue"
"Barnes, Linda","Deep Pockets"
"Barnes, Linda","Snake Tattoo, The(2-Carlyle"
"Barnes, Linda","Snapshot(5 Carlyle"
"Barnes, Linda","Steel Guitar(4-Carlyle"
"Barnes, Linda","Trouble of Fools, A(1-Carlyle"
"Barr, Nevada","Blind Descent 6"
"Barr, Nevada","Blood Lure 9"
"Barr, Nevada","Deep South 8"
"Barr, Nevada","Endangered Species (5"
"Barr, Nevada","Firestorm(4"
"Barr, Nevada","Flashback 11"
"Barr, Nevada","Hard Truth"
"Barr, Nevada","Hunting Season 10"
"Barr, Nevada","Ill Wind (3"
"Barr, Nevada","Liberty Falling 7"
"Barr, Nevada","Superior Death, A (2"
"Barr, Nevada","Track  of the Cat (1"
"Barr, Robert","Triumphs of Eugene Valmont, T"
"Barrett, Lorna","Murder is Binding  1"
"Barron, Stephanie","Jane &Unpleasnatness Scargrave1"
"Barron, Stephanie","Jane & Barque of Frailty 9"
"Barron, Stephanie","Jane & His Lordship’s Legacy 8"
"Barron, Stephanie","Jane & Prisoner of Wool House6"
"Barron, Stephanie","Jane & the Genius of the Place(4"
"Barron, Stephanie","Jane & the Man of the Cloth (2"
"Barron, Stephanie","Jane & the Wondering Eye (3"
"Barron, Stephanie","Jane and the Stillroom Maid   5"
"Barron, Stephanie","Jane and the Ghosts of Netley 7"
"Barry, Dave","Big Trouble "
"Barry, Dave","Tricky Business"
"Bartholomew, Nancy","Drag Strip  2"
"Bartholomew, Nancy","Film Strip  3"
"Bartholomew, Nancy","Miracle Strip, The  1"
"Bartholomew, Nancy","Stand by your Man  (2"
"Bartholomew, Nancy","Stella Get Your Man  ("
"Bartholomew, Nancy","Stella, Get Your Gun  (!"
"Bartholomew, Nancy","What Stella Wants  (3"
"Bartholomew, Nancy","Your Cheatin’ Heart"
"Bastable, Bernard","Dead, Mr Mozart 1"
"Bastable, Bernard","Too Many Notes Mr Mozart 2"
"Baxt, George","Affair at Royalties, The"
"Baxt, George","Queer Kind of Death, A 1PL"
"Baxt, George","Tallula Bankhead Murder Case3J"
"Baxter, Cynthia","Dead Canaries Don’t Sing  1"
"Beaton, M.C","Agatha Rai &Witch Wyckhadden"
"Beaton, M.C","Agatha Raisin & Wellspring D "
"Beaton, M.C","Agatha Raisin & Wizard Evensh"
"Beaton, M.C","Highland Christmas"
"Beaton, M.C.","Agatha Raisin..Day Floods Came"
"Beaton, M.C.","Agatha Raisin..Haunted House"
"Beaton, M.C.","Agatha R & Faries of Fryham"
"Beaton, M.C.","Agatha R& MurdersousMarriage"
"Beaton, M.C.","Agatha Raisin &Quiche of Death"
"Beaton, M.C.","Agatha Raisin & Potted Gardner"
"Beaton, M.C.","Agatha Raisin & Terrible Tourist"
"Beaton, M.C.","Agatha Raisin & Vicious Vet (2"
"Beaton, M.C.","Deadly Dance, The"
"Beaton, M.C.","Death of a Dentist(13"
"Beaton, M.C.","Death of a Glutton(8"
"Beaton, M.C.","Death of a Gossip(1"
"Beaton, M.C.","Death of a Hussey(5"
"Beaton, M.C.","Death of a Nag(11"
"Beaton, M.C.","Death of a Snob(6"
"Beaton, M.C.","Death of a Bore"
"Beaton, M.C.","Death of a Cad (2"
"Beaton, M.C.","Death of a Charming Man (10"
"Beaton, M.C.","Death of a Dreamer"
"Beaton, M.C.","Death of a Gentle Lady"
"Beaton, M.C.","Death of a Macho Man(12"
"Beaton, M.C.","Death of a Perfect Wife(4"
"Beaton, M.C.","Death of a Prankster (7"
"Beaton, M.C.","Death of a Traveling Man(9"
"Beaton, M.C.","Death of a Village"
"Beaton, M.C.","Death of a Witch"
"Beaton, M.C.","Death of an Outsider(3"
"Beaton, M.C.","Death of an Addict (15"
"Beaton, M.C.","Death of Valentine"
"Beaton, M.C.","Kiss Christmas Goodbye"
"Beaton, M.C.","Love, Lies & Liquor"
"Beaton, M.C.","Perfect Paragon"
"Beaton, M.C.","Skeleton in the Closet"
"Beaton, M.C.","Spoonful of Poison"
"Beaton, M. C.","Agatha Raisin..Love From Hell"
"Beaton, M. C.","Agatha..Case of Curious Curate"
"Beaton, M. C.","Death of a Dustman"
"Beaton, M. C.","Death of a Celebrity"
"Beck, K.K","Peril Under the Palms(3 Cooper"
"Beck, K.K","Unwanted Attentions"
"Beck, K.K.","Amateur Night(2 de Silva"
"Beck, K.K.","Body in the Cornflakes, The"
"Beck, K.K.","Body in the Volvo, The"
"Beck, K.K.","Death in a Deck Chair(1 Cooper"
"Beck, K.K.","Electric City (3 de Silva"
"Beck, K.K.","Hopeless  Case, A(1 de Silva"
"Beck, K.K.","Murder in Mummy Case(2 Coope"
"Beck, K.K.","Revenge of Kali-Ra"
"Beck, K.K.","We Interrupt this Broadcast"
"Beck, K.K.","Young Mrs Cavendish & Kaiser's"
"Benison, C.C.","Death at Buckingham Palace (1"
"Benjamin, Carol Lea","Dog Who Knew too Much"
"Benjamin, Carol Lea","Fall Guy  7"
"Benjamin, Carol Lea","Hell of a Dog, A 3"
"Benjamin, Carol Lea","Lady Vanishes 4"
"Benjamin, Carol Lea","Long Good Boy, The"
"Benjamin, Carol Lea","This Dog for Hire"
"Benjamin, Carol Lea","Without a Word"
"Benjamin, Carol Lea","Wrong Dog"
"Benjamin, Carol Lea ","Hard Way, The"
"Bentley, E.C.","Trent's Last Case"
"Bentley, E.C.","Trent's Own Case"
"Berenson, La;urien","Once Bitten  8"
"Berenson, Laurien","Hush Puppy"
"Berenson, Laurien","Pedigree to Die For, A  1"
"Berenson, Laurien","Underdog  2"
"Berenson, Laurien","Unleashed  7"
"Berenson, Laurien","Watchdog  5"
"Berenson, Lauren","Dog Eat Dog  3"
"Berenson, Lauren","Hair of the Dog  4"
"Berenson, Lauren","Jungle Bell Bark  11"
"Berenson, Lauren","Raining Cats & Dogs  12"
"Berry, Carole","Death of a Dancing Fool, The"
"Biggers, Earl Derr","Behind That Curtain (Charlie Ch"
"Biggers, Earl Derr","Black Camel, The 5"
"Biggers, Earl Derr","Chinese Parrot, The"
"Biggers, Earl Derr","House Without a Key, The (1"
"Blake, Nicholas","Beast Must Die, The"
"Blake, Nicholas","Corpse in the Snowman, The"
"Blake, Nicholas","End of Chapter"
"Blake, Nicholas","Head of a Traveler"
"Blake, Nicholas","Minute for Murder"
"Blake, Nicholas","Murder with Malice"
"Blake, Nicholas","Thou Shell of Death"
"Blake, Nicholas","Widow's Cruise, The"
"Blake, Nicholas","Worm of Death, The"
"Blanc, Nero","Anatomy of a Crossword 8"
"Blanc, Nero","Another Word for Murder 10"
"Blanc, Nero","Corpus De Crossword  5"
"Blanc, Nero","Crossword Connection, The  3"
"Blanc, Nero","Crossword Murder 1"
"Blanc, Nero","Crossword to Die For, A4"
"Blanc, Nero","Crossworder’s Delight, A 11"
"Blanc, Nero","Crossworder’s Gift, A   ss"
"Blanc, Nero","Crossworder’s Holiday ss"
"Blanc, Nero","Death on the Diagonal 12"
"Blanc, Nero","Two Down  2"
"Blanc, Nero","Wrapped up in Crosswords 9"
"Block, Lawrence","Burglar in the Closet, The (2"
"Block, Lawrence","Burglar in the Library, The"
"Block, Lawrence","Burglar in the Rye"
"Block, Lawrence","Burglar on the Prowl, The"
"Block, Lawrence","Burglar Who liked to Quote, The"
"Block, Lawrence","Burglar Who Painted like M (5"
"Block, Lawrence","Burglar Who Studied Spinoz (4"
"Block, Lawrence","Burglar Who Thought He was Bo"
"Block, Lawrence","Burglar Who Traded Ted William"
"Block, Lawrence","Burglars Can't be Choosers (1"
"Block, Lawrence","Dance at the Slaughterhouse, A"
"Block, Lawrence","No Score"
"Block, Lawrence","Stab in the Dark, A "
"Borthwick, J.S.","Bodies of Water  4"
"Borthwick, J.S.","Bridled Groom 6"
"Borthwick, J.S.","Case of the Hok-Billed Kites  1"
"Borthwick, J.S.","Coup de Grace 10"
"Borthwick, J.S.","Dolly is Dead  7"
"Borthwick, J.S.","Down East Murders, The   2"
"Borthwick, J.S.","Foiled Again  13"
"Borthwick, J.S.","Garden  Plot  8"
"Borthwick, J.S.","My Body Lies Over Ocean  9"
"Borthwick, J.S.","Student Body, The  3"
"Borthwick, J. S.","Dude on Arrival"
"Borthwick, J. S.","Murder in the Rough"
"Bowen, Rhys","Bless the Bride"
"Bowen, Rhys","Evan & Elle3"
"Bowen, Rhys","Evan Blessed 9"
"Bowen, Rhys","Evan Can Wait 5"
"Bowen, Rhys","Evan Help Us 2"
"Bowen, Rhys","Evan Only Knows 7"
"Bowen, Rhys","Evan’s Gate8"
"Bowen, Rhys","Evan’s Above 1"
"Bowen, Rhys","Evanly Bodies 10"
"Bowen, Rhys","Evanly Choir 4"
"Bowen, Rhys","Evans to Betsy  6"
"Bowen, Rhys","For the Love of Mike (3"
"Bowen, Rhys","Her Royal Spyness (1"
"Bowen, Rhys","In a Gilded Cage"
"Bowen, Rhys","In Dublin’s Fair City (6)"
"Bowen, Rhys","In Like Flynn  (4)"
"Bowen, Rhys","Last Illusion"
"Bowen, Rhys","Murphy’s Law  (1)"
"Bowen, Rhys","Oh, Danny Boy (5)"
"Bowen, Rhys","Royal Pain  (2"
"Bowen, Rhys","Tell Me, Pretty Maiden (7)"
"Bowen, Peter","Ash Child 9"
"Bowen, Peter","Coyote Wind (1"
"Bowen, Peter","Notches 4"
"Box, Edgar","Death before Bedtime(2"
"Box, Edgar","Death in the Fifth Position(1"
"Box, Edgar","Death likes it Hot (3"
"Braddon, Mary Elizabeth","Lady Audley's Secret"
"Bradley, Alan","Red Herring Without Mustard 3"
"Bradley, Alan","Sweetness at Bottom of Pie  1"
"Bradley, Alan","Weed Strings Hangman’s Bag"
"Brand, Christianna","Death in High Heels (1"
"Braun, Lilian Jackson","Cat Who..60 Whiskers"
"Braun, Lilian Jackson","Cat Who..Went up the Creek"
"Braun, Lilian Jackson","Cat Who Ate Danish Modern, (3)"
"Braun, Lilian Jackson","Cat Who Blew the Whistle(17"
"Braun, Lilian Jackson","Cat Who Dropped Bombshell"
"Braun, Lilian Jackson","Cat Who Had 14 Tales"
"Braun, Lilian Jackson","Cat Who Knew a Cardinal, A(12"
"Braun, Lilian Jackson","Cat Who Knew Shakespeare,  (7)"
"Braun, Lilian Jackson","Cat Who Lived High, The (11)"
"Braun, Lilian Jackson","Cat Who Moved a Mountain (13)"
"Braun, Lilian Jackson","Cat Who Played Brahms, The (5)"
"Braun, Lilian Jackson","Cat Who Played Post Office,  (6) "
"Braun, Lilian Jackson","Cat Who Read Backwards,  (2)"
"Braun, Lilian Jackson","Cat Who Robbed a Bank"
"Braun, Lilian Jackson","Cat Who Said Cheese(18"
"Braun, Lilian Jackson","Cat Who Sang for the Birds "
"Braun, Lilian Jackson","Cat Who Saw Red, The (1)"
"Braun, Lilian Jackson","Cat Who Saw Stars"
"Braun, Lilian Jackson","Cat Who Smelled a Rat"
"Braun, Lilian Jackson","Cat Who Sniffed Glue, The (8)"
"Braun, Lilian Jackson","Cat Who Tailed a Thief"
"Braun, Lilian Jackson","Cat Who Talked to Ghosts"
"Braun, Lilian Jackson","Cat Who Turned On and Off, (4)"
"Braun, Lilian Jackson","Cat Who Wasn't There, The(14)"
"Braun, Lilian Jackson","Cat Who Went Bananas"
"Braun, Lilian Jackson","Cat Who Went into Closet"
"Braun, Lilian Jackson","Cat Who Went Underground"
"Braun, Lillian Jackson","Cat Who Brought Down House"
"Brett, Simon","Amateur Corpse, An  4"
"Brett, Simon","Body on the Beach"
"Brett, Simon","Body on the Beach"
"Brett, Simon","Cast, in Order of Disappearance 1"
"Brett, Simon","Christmas Crimes at Puzzle Man"
"Brett, Simon","Comedian Dies, A 5"
"Brett, Simon","Corporate Bodies  14"
"Brett, Simon","Dead Side of the Mike  6"
"Brett, Simon","Death on the Downs 2F"
"Brett, Simon","Death Under the Dryer"
"Brett, Simon","Hanging in the Hotel, The 5                                f"
"Brett, Simon","Mrs Pargeter’s Plot 5"
"Brett, Simon","Mrs Pargeter’s Point of Honour6"
"Brett, Simon","Mrs, Presumed Dead(2"
"Brett, Simon","Mrs. Pargeter's Package"
"Brett, Simon","Mrs. Pargeter's Pound of Flesh"
"Brett, Simon","Murder Unprompted (Paris) 8"
"Brett, Simon","Murder in the Museum 4F"
"Brett, Simon","Murder in the Title (Paris 9  "
"Brett, Simon","Nice Class of Corpse, A (1Parget"
"Brett, Simon","Not Dead, Only Resting"
"Brett, Simon","Singled Out"
"Brett, Simon","Situation Tragedy   7"
"Brett, Simon","So Much Blood 2"
"Brett, Simon","Stabbing in the Stables, The 7F"
"Brett, Simon","Torso in the Town, The 3F"
"Brett, Simon","Witness at the Wedding 6F"
"Brewer, James D.","No Bottom (1"
"Brewer, James D.","No Virtue (2"
"Brightwell, Emily","Ghost & Mrs. Jeffries, The (3"
"Brightwell, Emily","Inspector & Mrs. Jeffries, The (1"
"Brightwell, Emily","Mrs Jeffreis Weed the Plot"
"Brightwell, Emily","Mrs Jeffries Pleads Her Cast"
"Brightwell, Emily","Mrs Jeffries Reveals her Art (12"
"Brightwell, Emily","Mrs Jeffries Stands Corrected(9"
"Brightwell, Emily","Mrs Jeffries Takes the Stage(10"
"Brightwell, Emily","Mrs Jeffries..Feast pf St Stephen"
"Brightwell, Emily","Mrs Jefries Pinches the Post    16"
"Brightwell, Emily","Mrs J  Holds the Trump  24"
"Brightwell, Emily","Mrs J & Yueltide Wedding"
"Brightwell, Emily","Mrs J.  In Nick of Time"
"Brightwell, Emily","Mrs J.& Best Lain Plans"
"Brightwell, Emily","Mrs. J...Appeals the Verdict"
"Brightwell, Emily","Mrs. J...Speaks Her Mind"
"Brightwell, Emily","Mrs. Jeffries  on the Trail (6"
"Brightwell, Emily","Mrs. Jeffries &  Missing Alibi(8"
"Brightwell, Emily","Mrs. Jeffries Dusts for Clues 2"
"Brightwell, Emily","Mrs. Jeffries on the Ball (5"
"Brightwell, Emily","Mrs. Jeffries Plays the Cook(7"
"Brightwell, Emily","Mrs. Jeffries Questions the Answ"
"Brightwell, Emily","Mrs. Jeffries Takes Stock (4"
"Brightwell, Emily","Mrs. Jeffries Takes the Cake"
"Brightwell, Emily","Mrs. Jeffries..Sweeps Chimney"
"Brightwell, Emily","Mrs. J  Forges Ahead"
"Brightwell, Emily","Mrs. J & Silent Knight"
"Brightwell, Emily","Mrs.Jeffries Pleads Her Case"
"Brightwell, Emily","Mrs.Jeffries Rocks the Boat (13"
"Brightwell, Emily","Mrs.Jeffries Stalks the Hunter"
"Brill, Toni","Date with a Dead Doctor(1"
"Brill, Toni","Date with a Plummeting Publishe"
"Brown, Lizbie","Broken Star(1"
"Brown, Lizbie","Turkey Tracks(2"
"Brown, Rita Mae",
"Brown, Rita Mae","Bingo 2 Runnymeade"
"Brown, Rita Mae","Cat on the Scent (7"
"Brown, Rita Mae","Cat’s Eyewitness(13"
"Brown, Rita Mae","Catch as Cat Can  10"
"Brown, Rita Mae","Claws and Effects 9"
"Brown, Rita Mae","Full Cry 3 ja"
"Brown, Rita Mae","Hiss of Death"
"Brown, Rita Mae","Hotspur 2ja"
"Brown, Rita Mae","Hounded to Death 6ja"
"Brown, Rita Mae","Hounts & the Fury 5ja"
"Brown, Rita Mae","Hunt Ball 4ja"
"Brown, Rita Mae","Loose Lips 3 runnymeade"
"Brown, Rita Mae","Murder at Monticello(3"
"Brown, Rita Mae","Murder on the Prowl (6"
"Brown, Rita Mae","Murder, She Meowed (5"
"Brown, Rita Mae","Nose for Justice"
"Brown, Rita Mae","Outfoxed 1JA"
"Brown, Rita Mae","Outfoxed 1 ja"
"Brown, Rita Mae","Pawing Through the Past"
